product_no,title,url,size,price,description,sku,images,source,is_best_price
1,Nike Air Jordan 1 Low Legend Light Brown,https://marketplace.mainstreet.co.in/products/nike-air-jordan-1-low-legend-light-brown?_pos=1&_sid=54c03926a&_ss=r,UK 12,"Rs. 10,999.00","The Air Jordan 1 Low SE 'Legend Light Brown' is a modern reinterpretation of the iconic AJ1 Low, blending premium materials with a neutral color palette. The upper combines smooth leather and soft suede in shades of Legend Light Brown, Sail, Neutral Grey, and Archaeo Brown, offering a versatile and stylish aesthetic. Equipped with Nike Air cushioning, this sneaker ensures comfort with every step, while the durable rubber outsole provides reliable traction for daily wear. Design elements such as the Wings logo on the heel and the Jumpman logo on the tongue pay homage to the brand's heritage.",N/A,"https://marketplace.mainstreet.co.in/cdn/shop/files/Artboard4_d6a5cdae-0563-4c60-8683-3a6ff23bf2d7.png?v=1742302467&width=416, https://marketplace.mainstreet.co.in/cdn/shop/files/Artboard5_afbd23cc-1a7e-4bd6-a1ab-54153a9d8c14.png?v=1742302466&width=416, https://marketplace.mainstreet.co.in/cdn/shop/files/Artboard6_df1794c4-efc0-498a-bc00-23ba367526fd.png?v=1742302467&width=416",Mainstreet,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 3.5,"Rs. 8,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,True
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 6.5,"Rs. 10,499",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 7,"Rs. 10,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 7.5,"Rs. 10,499",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 8.5,"Rs. 10,499",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 9,"Rs. 10,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 9.5,"Rs. 10,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 10,"Rs. 11,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 11,"Rs. 11,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE Legend Light Brown,https://crepdogcrew.com/products/jordan-1-low-se-legend-light-brown?_pos=1&_psq=legend+light+brow&_ss=e&_v=1.0,UK 12,"Rs. 13,999",Color Shown:Legend Light Brown/Sail/Neutral Grey/Archaeo Brown NOTE - UK 3 to UK 6 are GS pairs.,HF1567-200,"https://crepdogcrew.com/cdn/shop/files/EditsbyAhmar01_6a22ecfa-a28d-461f-a895-ef6cf1b46255.png?v=1744911762&width=1080, https://crepdogcrew.com/cdn/shop/files/Jordan1LowSELEGENDLIGHTBROWN2.png?v=1744911763&width=1080",Crepdogcrew,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 6,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 6.5,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 7,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 7.5,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 8,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 8.5,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 9,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 9.5,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 10.5,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
1,Jordan 1 Low SE 'Legend Light Brown',https://hypefly.co.in/products/jordan-1-low-se-legend-light-brown,UK 11,Rs. 10999,"The Air Jordan 1 Low SE 'Legend Light Brown' is a stylish and versatile sneaker. It features a light brown leather upper with white accents, creating a clean and classic look. The shoe is highlighted with a white Swoosh and midsole, while the light brown laces and outsole complete the design. The iconic Air Jordan wings logo on the heel adds a signature touch, making this sneaker a must-have for any collection.Discover legit sneaker excellence at Hype Fly India with Air Jordan Highs, Mids, Lows, and more. Authenticity is our guarantee.SKU - HF1567-200Colorway - LEGEND LIGHT BROWN/SAIL/NEUTRAL GREY/ARCHAEO BROWN",FN5032-200,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2Ferasebg_transformed_2025_04_15_T150940_385_34eb2dad8e.webp&w=3840&q=75,Hypefly,False
